city_id,city_name,state_name
895,Wanparti,Telangana
896,Chamrajnagar,Karnataka
897,Kukarmunda,Gujarat
898,Dumraon,Bihar
899,Panruti,Tamil Nadu
900,Velampalaiyam,Tamil Nadu
901,Tirukkoyilur,Tamil Nadu
902,Razampeta,Andhra Pradesh
903,Nedumangad,Kerala
904,Gunupur,Odisha
905,Mehnajpur,Uttar Pradesh
906,Thatri,Jammu and Kashmir
907,Chandralapadu,Andhra Pradesh
908,Ponnuru,Andhra Pradesh
909,Kathua,Jammu and Kashmir
910,North Lakhimpur,Assam
911,Vinukonda,Andhra Pradesh
912,Gohadi,Madhya Pradesh
913,Khagaria,Bihar
914,Pachora,Maharashtra
915,Tiptur,Karnataka
916,Gopichettipalaiyam,Tamil Nadu
917,Itanagar,Arunachal Pradesh
918,Dhone,Andhra Pradesh
919,Rajgarh,Rajasthan
920,Panna,Madhya Pradesh
921,Zahirabad,Telangana
922,Wani,Maharashtra
923,Binnaguri,West Bengal
924,Upleta,Gujarat
925,Narasapur,Andhra Pradesh
926,Sonabedha,Odisha
927,Piparia,Madhya Pradesh
928,Una,Gujarat
929,Sardhana,Uttar Pradesh
930,Hastinapur,Uttar Pradesh
931,Sandila,Uttar Pradesh
932,Tiruvalur,Tamil Nadu
933,Sillod,Maharashtra
934,Mulbagal,Karnataka
935,Hunsur,Karnataka
936,Panskura,West Bengal
937,Nanjakkad,Kerala
938,Rampur Hat,West Bengal
939,Khandala,Maharashtra
940,Lonavale,Maharashtra
941,Bilimora,Gujarat
942,Kothapet,Telangana
943,Maduraivayal,Tamil Nadu
944,Sira,Karnataka
945,Palasa,Andhra Pradesh
946,Chintalapalli,Telangana
947,Lohardaga,Jharkhand
948,Macherla,Andhra Pradesh
949,Bimgal,Telangana
950,Kandukur,Andhra Pradesh
951,Keonjhargarh,Odisha
952,Kollegal,Karnataka
953,Unjha,Gujarat
954,Bail-Hongal,Karnataka
955,Lunglei,Mizoram
956,Nasirabad,Rajasthan
957,Gudalur,Tamil Nadu
958,Samalkot,Andhra Pradesh
959,Karimganj,Assam
960,Bobbili,Andhra Pradesh
961,Kalna,West Bengal
962,Sattenapalle,Andhra Pradesh
963,Vrindavan,Uttar Pradesh
964,Diglipur,Andaman and Nicobar Islands
965,Naugaon Sadat,Uttar Pradesh
966,Sendhwa,Madhya Pradesh
967,Talegaon Dabhade,Maharashtra
968,Poonamallee,Tamil Nadu
969,Gangarampur,West Bengal
970,Tiruvallur,Tamil Nadu
971,Mandapeta,Andhra Pradesh
972,Tirur,Kerala
973,Pithoragarh,Uttarakhand
974,Kengri,Karnataka
975,Ropar,Punjab
976,Ajodhya,Uttar Pradesh
977,Belampalli,Telangana
978,Kharar,Punjab
979,Viramgam,Gujarat
980,Biswan,Uttar Pradesh
981,Kannamangalam,Kerala
982,Atchampeta,Andhra Pradesh
983,Kandi,West Bengal
984,Raxaul,Bihar
985,Barwani,Madhya Pradesh
986,Erumaippatti,Tamil Nadu
987,Harpanahalli,Karnataka
988,Periya Semur,Tamil Nadu
989,Madhupur,Jharkhand
990,Chalil,Kerala
991,Challakere,Karnataka
992,Puthiyangadi,Puducherry
993,Namakkal,Tamil Nadu
994,Mangrol,Gujarat
995,Chonthrhu,Himachal Pradesh
996,Bhimunipatnam,Andhra Pradesh
997,Falakata,West Bengal
998,Polur,Tamil Nadu
999,Bhongir,Telangana
1000,Tasgaon,Maharashtra
1001,Nandod,Gujarat
1002,Pithapuram,Andhra Pradesh
1003,Khurai,Madhya Pradesh
1004,Punganuru,Andhra Pradesh
1005,Ghatal,West Bengal
1006,Sagar,Karnataka
1007,Mundka,Delhi
1008,Islampur,West Bengal
1009,Sidhi,Madhya Pradesh
1010,Rahuri,Maharashtra
1011,Kasaragod,Kerala
1012,Puttur,Andhra Pradesh
1013,Jalor,Rajasthan
1014,Samana,Punjab
1015,Kunnamkulam,Kerala
1016,Palmaner,Andhra Pradesh
1017,Deolali,Maharashtra
1018,Umred,Maharashtra
1019,Sohna,Haryana
1020,Parvatipuram,Andhra Pradesh
1021,Mansala,Andhra Pradesh
1022,Ullal,Karnataka
1023,Dholka,Gujarat
1024,Ottappalam,Kerala
1025,Manjeri,Kerala
1026,Ashta,Madhya Pradesh
1027,Ilindu Kothi,Himachal Pradesh
1028,Kaliyaganj,West Bengal
1029,Jaggayyapeta,Andhra Pradesh
1030,Goalpara,Assam
1031,Shahpur,Karnataka
1032,Amalapuram,Andhra Pradesh
1033,Bakhtiyarpur,Bihar
1034,Arsikere,Karnataka
1035,Patancheruvu,Telangana
1036,Vikarabad,Telangana
1037,Baruipur,West Bengal
1038,Puttur,Karnataka
1039,Manglaur,Uttarakhand
1040,Tilhar,Uttar Pradesh
1041,Sultanganj,Bihar
1042,Tiruvalla,Kerala
1043,Mandi Dabwali,Punjab
1044,Venkatagiri,Andhra Pradesh
1045,Sihor,Gujarat
1046,Nerkunram,Tamil Nadu
1047,Baduria,West Bengal
1048,Sironj,Madhya Pradesh
1049,Jangaon,Telangana
1050,Daudnagar,Bihar
1051,Jiyyammavalasa,Andhra Pradesh
1052,Mandamari,Telangana
1053,Lakhminia,Bihar
1054,Koraput,Odisha
1055,Mudhol,Karnataka
1056,Phaltan,Maharashtra
1057,Diu,Daman and Diu
1058,Todupulai,Kerala
1059,Khattan,Jammu and Kashmir
1060,Vaisampakkal,Kerala
1061,Kumarankari,Kerala
1062,Arwal,Bihar
1063,Burla,Odisha
1064,Gadarwara,Madhya Pradesh
1065,Kalpi,Uttar Pradesh
1066,Irinjalakuda,Kerala
1067,Tirupparangunram,Tamil Nadu
1068,Zangareddigudem,Andhra Pradesh
1069,Peranampattu,Tamil Nadu
1070,Rongat,Andaman and Nicobar Islands
1071,Dabhoi,Gujarat
1072,Bhavani,Tamil Nadu
1073,Puthuppariyaram,Kerala
1074,Sidlaghatta,Karnataka
1075,Marpalli,Telangana
1076,Bowringpet,Karnataka
1077,Aurangabad,Haryana
1078,Hodal,Haryana
1079,Fatwa,Bihar
1080,Pardwal,Himachal Pradesh
1081,Metpalli,Telangana
1082,Repalle,Andhra Pradesh
1083,Kuchaiburi,Odisha
1084,Vyara,Gujarat
1085,Sibsagar,Assam
1086,Mahmudabad,Uttar Pradesh
1087,Bikramganj,Bihar
1088,Chinnamanur,Tamil Nadu
1089,Anaiyur,Tamil Nadu
1090,Kosamba,Gujarat
1091,Jaspur,Uttarakhand
1092,Forbesganj,Bihar
1093,Laksar,Uttarakhand
1094,Bar Bigha,Bihar
1095,Tundla,Uttar Pradesh
1096,Baghpat,Uttar Pradesh
1097,Bhawanipur Rajdham,Bihar
1098,Bhadrachalam,Telangana
1099,Biaora,Madhya Pradesh
1100,Sojat,Rajasthan
1101,Tammampatti,Tamil Nadu
1102,Sujanpur,Punjab
1103,Shiv,Rajasthan
1104,Bhattu Kolan,Haryana
1105,Sihora,Madhya Pradesh
1106,Chatra,Jharkhand
1107,Parasia,Madhya Pradesh
1108,Hilsa,Bihar
1109,Nohar,Rajasthan
1110,Bhainsa,Telangana
1111,Perintalmanna,Kerala
1112,Padrauna,Uttar Pradesh
1113,Perambalur,Tamil Nadu
1114,Kizhake Chalakudi,Kerala
1115,Sulleru,Andhra Pradesh
1116,Peddapuram,Andhra Pradesh
1117,Payyoli,Kerala
1118,Majalgaon,Maharashtra
1119,Prattipadu,Andhra Pradesh
1120,Kapadvanj,Gujarat
1121,Tennala,Kerala
1122,Ramnagar,Uttar Pradesh
1123,Naugachhia,Bihar
1124,Nizampur,Maharashtra
1125,Jaggisettigudem,Andhra Pradesh
1126,Godda,Jharkhand
1127,Badurpalle,Telangana
1128,Koduvalli,Kerala
1129,Guntakal Junction,Andhra Pradesh
1130,Gooty,Andhra Pradesh
1131,Bantval,Karnataka
1132,Kilvisharam,Tamil Nadu
1133,Khairabad,Uttar Pradesh
1134,Jasdan,Gujarat
1135,Upperu,Telangana
1136,Mangalapadi,Kerala
1137,Vite,Maharashtra
1138,Homnabad,Karnataka
1139,Joshimath,Uttarakhand
1140,Gumia,Jharkhand
1141,Bokaro,Jharkhand
1142,Nangal Township,Punjab
1143,Sadaseopet,Telangana
1144,Hoskote,Karnataka
1145,Jalandhar Cantonment,Punjab
1146,Bhatkal,Karnataka
1147,Dungarpur,Rajasthan
1148,Chandrawada,Gujarat
1149,Dumka,Jharkhand
1150,Changanacheri,Kerala
1151,Umarkhed,Maharashtra
1152,Atarra,Uttar Pradesh
1153,Azhikkod,Kerala
1154,Azhikkal,Kerala
1155,Vikramasingapuram,Tamil Nadu
1156,Jiaganj,West Bengal
1157,Manapparai,Tamil Nadu
1158,Mattanur,Kerala
1159,Hagaribommanahalli,Karnataka
1160,Pallipalaiyam,Tamil Nadu
1161,Nandikotkur,Andhra Pradesh
1162,Selu,Maharashtra
1163,Mela Gudalur,Tamil Nadu
1164,Punalur,Kerala
1165,Kampli,Karnataka
1166,Nellikkuppam,Tamil Nadu
1167,Padra,Gujarat
1168,Obra,Uttar Pradesh
1169,Aland,Karnataka
1170,Vuyyuru,Andhra Pradesh
1171,Kadinamkulam,Kerala
1172,Manvi,Karnataka
1173,Nilambur,Kerala
1174,Bhalki,Karnataka
1175,Anandpur,Odisha
1176,Jammalamadugu,Andhra Pradesh
1177,Garhwa,Jharkhand
1178,Sikandra Rao,Uttar Pradesh
1179,Nawashahr,Punjab
1180,Ranavav,Gujarat
1181,Bihat,Bihar
1182,Coonoor,Tamil Nadu
1183,Thoubal,Manipur
1184,Dharmaragar,Tripura
1185,Pakaur,Jharkhand
1186,Shertallai,Kerala
1187,Nawai,Rajasthan
1188,Gollalagunta,Andhra Pradesh
1189,Rajgarh,Madhya Pradesh
1190,Farrukhnagar,Telangana
1191,Chattamangalam,Kerala
1192,Kumta,Karnataka
1193,Warud,Maharashtra
1194,Ganapathivattam,Kerala
1195,Gobardanga,West Bengal
1196,Chalungalpadam,Kerala
1197,Arantangi,Tamil Nadu
1198,Nayudupet,Andhra Pradesh
1199,Sundargarh,Odisha
1200,Mahalingpur,Karnataka
1201,Bhayala,Gujarat
1202,Nalegaon,Maharashtra
1203,Muddebihal,Karnataka
1204,Kedgaon,Maharashtra
1205,Sachin,Gujarat
1206,Alamuru,Andhra Pradesh
1207,Dig,Rajasthan
1208,Barnagar,Madhya Pradesh
1209,Charkhi Dadri,Haryana
1210,Guledagudda,Karnataka
1211,Rameswaram,Tamil Nadu
1212,Melur,Tamil Nadu
1213,Dhupgari,West Bengal
1214,Dowlaiswaram,Andhra Pradesh
1215,Sainthia,West Bengal
1216,Jangamguda,Telangana
1217,Shekhupur,Uttar Pradesh
1218,Ellenabad,Haryana
1219,Karvarakundu,Kerala
1220,Rapur,Andhra Pradesh
1221,Siyana,Uttar Pradesh
1222,Angul,Odisha
1223,Rajaldesar,Rajasthan
1224,Dalli Rajhara,Chhattisgarh
1225,Nandigama,Andhra Pradesh
1226,Barwah,Madhya Pradesh
1227,Medak,Telangana
1228,Talipparamba,Kerala
1229,Jora,Madhya Pradesh
1230,Ananipalle,Andhra Pradesh
1231,Majurwa,Bihar
1232,Raisen,Madhya Pradesh
1233,Janakammapeta,Andhra Pradesh
1234,Sihora,Madhya Pradesh
1235,Murshidabad,West Bengal
1236,Ahmadpur,Maharashtra
1237,Seohara,Uttar Pradesh
1238,Wankaner,Gujarat
1239,Addanki,Andhra Pradesh
1240,Nidadavole,Andhra Pradesh
1241,Anekal,Karnataka
1242,Kottangara,Kerala
1243,Porsa,Madhya Pradesh
1244,Bodupal,Telangana
1245,Ramachandrapuram,Andhra Pradesh
1246,Chembra,Kerala
1247,Shoranur,Kerala
1248,Nilothi,Haryana
1249,Jambusar,Gujarat
1250,Kottoppadam,Kerala
1251,Ambasamudram,Tamil Nadu
1252,Yeola,Maharashtra
1253,Kayalpattanam,Tamil Nadu
1254,Rudauli,Uttar Pradesh
1255,Dhaka,Bihar
1256,Barhiya,Bihar
1257,Kattivakkam,Tamil Nadu
1258,Saoner,Maharashtra
1259,Periyakulam,Tamil Nadu
1260,Bairagnia,Bihar
1261,Pirthipur,Madhya Pradesh
1262,Mahbubabad,Telangana
1263,Limbdi,Gujarat
1264,Thol,Gujarat
1265,Barpeta,Assam
1266,Kharik,Bihar
1267,Salar,West Bengal
1268,Jajpur,Odisha
1269,Alluru,Andhra Pradesh
1270,Kadalur,Kerala
1271,Jambughoda,Gujarat
1272,Karsiyang,West Bengal
1273,Bhatpalli,Telangana
1274,Than,Gujarat
1275,Laungowal,Punjab
1276,Akbarpur,Uttar Pradesh
1277,Palladam,Tamil Nadu
1278,Karmegh,Bihar
1279,Anakaputtur,Tamil Nadu
1280,Dildarnagar,Uttar Pradesh
1281,Kalol,Gujarat
1282,Pratapgarh,Rajasthan
1283,Nathdwara,Rajasthan
1284,Muttayyapuram,Tamil Nadu
1285,Naikankudi,Kerala
1286,Barauli,Bihar
1287,Diamond Harbour,West Bengal
1288,Surampatti,Tamil Nadu
1289,Narayanpet,Telangana
1290,Saidpur Dabra,Bihar
1291,Berubari,West Bengal
1292,Rajgir,Bihar
1293,Indi,Karnataka
1294,Rajaori,Jammu and Kashmir
1295,Nalhati,West Bengal
1296,Sanand,Gujarat
1297,Kodinar,Gujarat
1298,Sagauli,Bihar
1299,Golaghat,Assam
1300,Pileru,Andhra Pradesh
1301,Memari,West Bengal
1302,Kendraparha,Odisha
1303,Naini Tal,Uttarakhand
1304,Ramganj Mandi,Rajasthan
1305,Jayamkondacholapuram,Tamil Nadu
1306,Cherupulassheri,Kerala
1307,Trikarpur North,Kerala
1308,Shutayil,Kerala
1309,Agar,Madhya Pradesh
1310,Peddapalli,Telangana
1311,Bilasipara,Assam
1312,Palia Kalan,Uttar Pradesh
1313,Halol,Gujarat
1314,Kallar,Kerala
1315,Patti,Punjab
1316,Dhamdaha,Bihar
1317,Talukkara,Kerala
1318,Talcher,Odisha
1319,Qadian,Punjab
1320,Pamban,Tamil Nadu
1321,Vavveru,Andhra Pradesh
1322,Buddh Gaya,Bihar
1323,Kadur,Karnataka
1324,Mundakkal,Kerala
1325,Sherghati,Bihar
1326,Pilani,Rajasthan
1327,Nowgong,Madhya Pradesh
1328,Janjgir,Chhattisgarh
1329,Erramvaripalem,Andhra Pradesh
1330,Krishnarajasagara,Karnataka
1331,Marakkara,Kerala
1332,Channarayapatna,Karnataka
1333,Palampur,Himachal Pradesh
1334,Jhabua,Madhya Pradesh
1335,Vellakkovil,Tamil Nadu
1336,Sabalgarh,Madhya Pradesh
1337,Murtajapur,Maharashtra
1338,Peringalam,Kerala
1339,Merta,Rajasthan
1340,Uttarkashi,Uttarakhand
1341,Maihar,Madhya Pradesh
1342,Begamganj,Madhya Pradesh
1343,Tiruchendur,Tamil Nadu
1344,Kilakkarai,Tamil Nadu
1345,Kalimpong,West Bengal
1346,Phulwaria,Bihar
1347,Kakrala,Uttar Pradesh
1348,Kunigal,Karnataka
1349,Mailapur,Karnataka
1350,Varkkallai,Kerala
1351,Mayyanad,Kerala
1352,Panaji,Goa
1353,Chikodi,Karnataka
1354,Rajgarh,Madhya Pradesh
1355,Sindgi,Karnataka
1356,Wadegaon,Maharashtra
1357,Sardulgarh,Punjab
1358,Samalkha,Haryana
1359,Junnar,Maharashtra
1360,Salaiya,Madhya Pradesh
1361,Ramdurg,Karnataka
1362,Amudalavalasa,Andhra Pradesh
1363,Atmakur,Andhra Pradesh
1364,Kovvur,Andhra Pradesh
1365,Basudebpur,Odisha
1366,Pachrukha,Bihar
1367,Lalganj,Bihar
1368,Islampur,Bihar
1369,Khachrod,Madhya Pradesh
1370,Badepalli,Telangana
1371,Sijua,Jharkhand
1372,Seram,Karnataka
1373,Vadasinor,Gujarat
1374,Jogbani,Bihar
1375,Solan,Himachal Pradesh
1376,Hailakandi,Assam
1377,Erattukulakkada,Kerala
1378,Nawabganj,Uttar Pradesh
1379,Ayirapuram,Kerala
1380,Idangansalai,Tamil Nadu
1381,Chittaranjan,West Bengal
1382,Partapnagar,Bihar
1383,Revelganj,Bihar
1384,Amla,Madhya Pradesh
1385,Betamcherla,Andhra Pradesh
1386,Nallur,Tamil Nadu
1387,Penumur,Andhra Pradesh
1388,Walajapet,Tamil Nadu
1389,Tuvagudi,Tamil Nadu
1390,Dwarka,Gujarat
1391,Birmitrapur,Odisha
1392,Pehowa,Haryana
1393,Nurpur,Uttar Pradesh
1394,Mehidpur,Madhya Pradesh
1395,Tinnanur,Tamil Nadu
1396,Vetapalem,Andhra Pradesh
1397,Paravurkambolam,Kerala
1398,Vengat,Kerala
1399,Rajula,Gujarat
1400,Mahadeopur,Telangana
1401,Melmadai,Tamil Nadu
1402,Buchireddipalem,Andhra Pradesh
1403,Khairtal,Rajasthan
1404,Taki,West Bengal
1405,Porur,Tamil Nadu
1406,Pallipram,Kerala
1407,Karuvambram,Kerala
1408,Shankarpur Khawas,Bihar
1409,Thakraha,Uttar Pradesh
1410,Dubrajpur,West Bengal
1411,Gurais,Jammu and Kashmir
1412,Goribidnur,Karnataka
1413,Srinagar,Uttarakhand
1414,Dhanera,Gujarat
1415,Pen,Maharashtra
1416,Cheyyar,Tamil Nadu
1417,Pathanamthitta,Kerala
1418,Charaut,Bihar
1419,Rani,Bihar
1420,Manali,Tamil Nadu
1421,Mamun,Punjab
1422,Coondapoor,Karnataka
1423,Gomoh,Jharkhand
1424,Aklera,Rajasthan
1425,Rawatbhata,Rajasthan
1426,Satana,Maharashtra
1427,Basavana Bagevadi,Karnataka
1428,Huzurabad,Telangana
1429,Attingal,Kerala
1430,Hatta,Madhya Pradesh
1431,Malavalli,Karnataka
1432,Sarangpur,Madhya Pradesh
1433,Sandur,Karnataka
1434,Kanigiri,Andhra Pradesh
1435,Jaito,Punjab
1436,Phulbani,Odisha
1437,Lahar,Madhya Pradesh
1438,Pilibangan,Rajasthan
1439,Gajendragarh,Karnataka
1440,Jale,Bihar
1441,Paravur Tekkumbhagam,Kerala
1442,Vettur,Kerala
1443,Chunar,Uttar Pradesh
1444,Ratia,Haryana
1445,Kadiyam,Andhra Pradesh
1446,Bahadurganj,Bihar
1447,Jagdispur,Bihar
1448,Sitalkuchi,West Bengal
1449,Pujali,West Bengal
1450,Dargot,Himachal Pradesh
1451,Dachepalle,Andhra Pradesh
1452,Nakodar,Punjab
1453,Lunavada,Gujarat
1454,Dalkola,West Bengal
1455,Bindki,Uttar Pradesh
1456,Kankuria,West Bengal
1457,Vavur,Kerala
1458,Musiri,Tamil Nadu
1459,Pathri,Maharashtra
1460,Kesavapuram,Tamil Nadu
1461,Mahe,Kerala
1462,Tuensang,Nagaland
1463,Mulavana,Kerala
1464,Manoli,Karnataka
1465,Lakshmeshwar,Karnataka
1466,Zira,Punjab
1467,Karamadai,Tamil Nadu
1468,Robertsganj,Uttar Pradesh
1469,Thana Bhawan,Uttar Pradesh
1470,Hojai,Assam
1471,Kidangazhi,Kerala
1472,Nemmara,Kerala
1473,Punarakh,Bihar
1474,Patamundai,Odisha
1475,Kodaikanal,Tamil Nadu
1476,Chelora,Kerala
1477,Ichchapuram,Andhra Pradesh
1478,Purna,Maharashtra
1479,Maur,Punjab
1480,Nargund,Karnataka
1481,Parappur,Kerala
1482,Kotma,Madhya Pradesh
1483,Nellaya,Kerala
1484,Balarampuram,Kerala
1485,Dinhata,West Bengal
1486,Dighwara,Bihar
1487,Garhakota,Madhya Pradesh
1488,Vempalle,Andhra Pradesh
1489,Wai,Maharashtra
1490,Malpura,Rajasthan
1491,Pihani,Uttar Pradesh
1492,Shirdi,Maharashtra
1493,Nim ka Thana,Rajasthan
1494,Taloda,Maharashtra
1495,Naduvattam,Kerala
1496,Chekkal,Tamil Nadu
1497,Tarikere,Karnataka
1498,Mokokchung,Nagaland
1499,Majhaul,Bihar
1500,Partur,Maharashtra
1501,Jalarpet,Tamil Nadu
1502,Tirkadavur,Kerala
1503,Huzurnagar,Telangana
1504,Pantnagar,Uttarakhand
1505,Kattipparutti,Kerala
1506,Kalakkadu,Tamil Nadu
1507,Kharagpur,Bihar
1508,Shiggaon,Karnataka
1509,Mahna,Punjab
1510,Hole Narsipur,Karnataka
1511,Chitapur,Karnataka
1512,Medchal,Telangana
1513,Narsampet,Telangana
1514,Uravakonda,Andhra Pradesh
1515,Savanur,Karnataka
1516,Rafiganj,Bihar
1517,Aravankara,Kerala
1518,Sirohi,Rajasthan
1519,Udhampur,Jammu and Kashmir
1520,Umarga,Maharashtra
1521,Hamirpur,Uttar Pradesh
1522,Ulliyil,Kerala
1523,Guskhara,West Bengal
1524,Chakapara,West Bengal
1525,Surandai,Tamil Nadu
1526,Usilampatti,Tamil Nadu
1527,Perunad,Kerala
1528,Giddalur,Andhra Pradesh
1529,Pappinissheri,Kerala
1530,Tazhakara,Kerala
1531,Pandaul,Bihar
1532,Bibhutpur,Bihar
1533,Rawatsar,Rajasthan
1534,Pulppatta,Kerala
1535,Yellandu,Telangana
1536,Marancheri,Kerala
1537,Wokha,Nagaland
1538,Bapaura,Haryana
1539,Chiplun,Maharashtra
1540,Harra,Uttar Pradesh
1541,Mel Nariyappanur,Tamil Nadu
1542,Dulhanganj,Bihar
1543,Karumattampatti,Tamil Nadu
1544,Lingsugur,Karnataka
1545,Shiyali,Tamil Nadu
1546,Madukkarai,Tamil Nadu
1547,Alandatte,Kerala
1548,Vadigenhalli,Karnataka
1549,Hirakud,Odisha
1550,Munnarkod,Kerala
1551,Mannarakkat,Kerala
1552,Allagadda,Andhra Pradesh
1553,Khajamahalpur,Telangana
1554,Safidon,Haryana
1555,Kolattupuzha,Kerala
1556,Dhamnod,Madhya Pradesh
1557,Manamadurai,Tamil Nadu
1558,Marutharod,Kerala
1559,Banda,Madhya Pradesh
1560,Paithan,Maharashtra
1561,Dapoli,Maharashtra
1562,Kulittalai,Tamil Nadu
1563,Ankola,Karnataka
1564,Madakalavaripalli,Andhra Pradesh
1565,Zaidpur,Uttar Pradesh
1566,Kita Chauhattar,Bihar
1567,Degana,Rajasthan
1568,Kalaruch,Jammu and Kashmir
1569,Aiyappan Kovil,Kerala
1570,Vedaranniyam,Tamil Nadu
1571,Baraidih,Bihar
1572,Badiadka,Kerala
1573,Tiruvur,Andhra Pradesh
1574,Kokrajhar,Assam
1575,Risod,Maharashtra
1576,Almora,Uttarakhand
1577,Balarampur,West Bengal
1578,Titlagarh,Odisha
1579,Waris Aliganj,Bihar
1580,Jamkhed,Maharashtra
1581,Rudarpur,Uttar Pradesh
1582,Kallidaikurichi,Tamil Nadu
1583,Annigeri,Karnataka
1584,Pulgaon,Maharashtra
1585,Mulavur,Kerala
1586,Toda Bhim,Rajasthan
1587,Byadgi,Karnataka
1588,Kadungapuram,Kerala
1589,Bangaon,Bihar
1590,Narsipatnam,Andhra Pradesh
1591,Kaippakancheri,Kerala
1592,Vemalwada,Telangana
1593,Kasba,Bihar
1594,Chavakkad,Kerala
1595,Manganam,Kerala
1596,Chempalli,Puducherry
1597,Dhekiajuli,Assam
1598,Mangalam,Kerala
1599,Vettam,Kerala
1600,Madhubani,Bihar
1601,Angamali,Kerala
1602,Darsi,Andhra Pradesh
1603,Siripur,Bihar
1604,Madikeri,Karnataka
1605,Kondapalle,Andhra Pradesh
1606,Bamaur,Madhya Pradesh
1607,Churi,Jharkhand
1608,Kidamangalam,Kerala
1609,Hisua,Bihar
1610,Zamania,Uttar Pradesh
1611,Kavundappadi,Tamil Nadu
1612,Kartarpur,Punjab
1613,Borne,Bihar
1614,Shamsabad,Uttar Pradesh
1615,Shikarpur,Uttar Pradesh
1616,Umaria,Madhya Pradesh
1617,Tekkebhagam,Kerala
1618,Chanderi,Madhya Pradesh
1619,Kareli,Madhya Pradesh
1620,Hangal,Karnataka
1621,Turkauliya,Bihar
1622,Elesvaram,Andhra Pradesh
1623,Fatehpur Sikri,Uttar Pradesh
1624,Patratu,Jharkhand
1625,Sanchor,Rajasthan
1626,Lohagaon,Maharashtra
1627,Umarkot,Odisha
1628,Arumuganeri,Tamil Nadu
1629,Parambil,Kerala
1630,Udaipur,Tripura
1631,Chand Chaur,Bihar
1632,Mankada,Kerala
1633,Kallur,Kerala
1634,Vadavalli,Tamil Nadu
1635,Debagram,West Bengal
1636,Nanjikkottai,Tamil Nadu
1637,Vilakkudi,Kerala
1638,Jamikunta,Telangana
1639,Taranagar,Rajasthan
1640,Belhi,Bihar
1641,Shamsabad,Telangana
1642,Erraguntla,Andhra Pradesh
1643,Chemancheri,Kerala
1644,Manwat,Maharashtra
1645,Chemmaruthi,Kerala
1646,Turaiyur,Tamil Nadu
1647,Ketti,Tamil Nadu
1648,Chamtha,Bihar
1649,Pattanapuram,Kerala
1650,Sasthankotta,Kerala
1651,Narsinghgarh,Madhya Pradesh
1652,Kalyandrug,Andhra Pradesh
1653,Tattamangalam,Kerala
1654,Eramala,Kerala
1655,Kangayam,Tamil Nadu
1656,Utraula,Uttar Pradesh
1657,Kukshi,Madhya Pradesh
1658,Mangur,Telangana
1659,Kovur,Andhra Pradesh
1660,Radhanpur,Gujarat
1661,Munnar,Kerala
1662,Akividu,Andhra Pradesh
1663,Makhdumpur,Bihar
1664,Puraini,Bihar
1665,Tholikuzhi,Kerala
1666,Palamel,Kerala
1667,Purattur,Kerala
1668,Alengad,Kerala
1669,Maur Kalan,Punjab
1670,Sherpur,Bihar
1671,Jhanjharpur,Bihar
1672,Alamnagar,Bihar
1673,Bagasra,Gujarat
1674,Kottaikuppam,Tamil Nadu
1675,Velliyod,Kerala
1676,Singia,Bihar
1677,Tekkekara Kizhakku,Kerala
1678,Sadabad,Uttar Pradesh
1679,Kochugaon,Assam
1680,Tuljapur,Maharashtra
1681,Lalgola,West Bengal
1682,Masur,Maharashtra
1683,Nautan Dube,Bihar
1684,Thazhamel,Kerala
1685,Rahatgarh,Madhya Pradesh
1686,Shikarpur,Karnataka
1687,Kurivikod,Tamil Nadu
1688,Charthawal,Uttar Pradesh
1689,Samdhin,Uttar Pradesh
1690,Nauagarhi,Bihar
1691,Deori Khas,Madhya Pradesh
1692,Kunnatnad,Kerala
1693,Kolachel,Tamil Nadu
1694,Sanha,Bihar
1695,Vellanad,Kerala
1696,Sri Madhopur,Rajasthan
1697,Lumding,Assam
1698,Sherpur Khurd,Uttar Pradesh
1699,Vadakakarai,Kerala
1700,Naspur,Telangana
1701,Unchagao,Maharashtra
1702,Bramhapuri,Maharashtra
1703,Rusera,Bihar
1704,Podili,Andhra Pradesh
1705,Shrigonda,Maharashtra
1706,Kalliyassheri,Kerala
1707,Malaikkal,Kerala
1708,Tummapala,Andhra Pradesh
1709,Mushabani,Jharkhand
1710,Karera,Madhya Pradesh
1711,Malakanagiri,Odisha
1712,Tarakeswar,West Bengal
1713,Badami,Karnataka
1714,Husainabad,Jharkhand
1715,Bairi Chak,Bihar
1716,Leh,Jammu and Kashmir
1717,Pattanakkad,Kerala
1718,Sholinghur,Tamil Nadu
1719,Dharampur,Haryana
1720,Manavadar,Gujarat
1721,Palaiya Ayakkudi,Tamil Nadu
1722,Chinnalapatti,Tamil Nadu
1723,Pattittara,Kerala
1724,Mahemdavad,Gujarat
1725,Gadarpur,Uttarakhand
1726,Ulliyeri,Kerala
1727,Tekkali,Andhra Pradesh
1728,Pedana,Andhra Pradesh
1729,Mattathur,Kerala
1730,Pandua,West Bengal
1731,Babura,Bihar
1732,Bannur,Karnataka
1733,Chengam,Tamil Nadu
1734,Talakkad,Kerala
1735,Devarshola,Tamil Nadu
1736,Gariadhar,Gujarat
1737,Sankaramangalam,Kerala
1738,Nagawaram,Telangana
1739,Mainaguri,West Bengal
1740,Karuvakulam,Kerala
1741,Uran,Maharashtra
1742,Karjan,Gujarat
1743,Muvattupula,Kerala
1744,Manawar,Madhya Pradesh
1745,Kuttanallur,Tamil Nadu
1746,Dhari,Gujarat
1747,Mansa,Gujarat
